# Genepanel: Ciliopati Version: 03 Date: 2015-03-17
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds	inheritance	disease
9	34458749	34520987	NM_012144.3	0	+	DNAI1	DNAI1	ENSG00000122735	ENST00000242317	34459003	34520754	34458749,34483445,34485139,34485434,34489320,34490009,34490366,34491492,34493191,34497112,34500719,34501135,34506624,34512106,34512334,34513109,34514391,34514637,34517282,34520655	34459051,34483478,34485238,34485515,34489447,34490122,34490486,34491552,34493326,34497197,34500837,34501179,34506872,34512196,34512422,34513189,34514540,34514737,34517465,34520987	AR	Primær ciliær dyskinesi, 1, med eller uten situs inversus
9	101494290	101558794	NM_173551.3	0	-	ANKS6	ANKS6	ENSG00000165138	ENST00000375018	101498800	101558773	101494290,101507840,101513310,101518701,101530362,101533177,101536158,101539686,101540507,101542470,101544748,101546234,101547113,101552385,101558414	101498905,101507957,101513378,101518885,101530532,101533328,101536362,101539736,101540706,101542619,101544855,101546439,101547158,101552888,101558794	AR	Nefronoftis 16
9	102861501	103063426	NM_014425.3	0	+	INVS	INVS (NPHP2)	ENSG00000119509	ENST00000262457	102866803	103062956	102861501,102866779,102888664,102988343,102991941,103002341,103004851,103008897,103014564,103015188,103027103,103035145,103046601,103054607,103059198,103060217,103062849	102861698,102866909,102888831,102988517,102992109,103002522,103004961,103009069,103014720,103015418,103027210,103035358,103046885,103055325,103059428,103060292,103063426	AR	Nefronoftis 2, infantil
9	119449580	119463579	NM_012210.3	0	+	TRIM32	TRIM32	ENSG00000119401	ENST00000450136	119460021	119461983	119449580,119459940	119449660,119463579	AR	BB syndrom 11
9	131395939	131419129	NM_052844.3	0	-	WDR34	WDR34	ENSG00000119333	ENST00000372715	131396022	131419005	131395939,131396504,131396967,131397370,131397936,131398559,131399196,131402969,131418819	131396261,131396662,131397200,131397538,131398046,131398717,131399306,131403218,131419129	AR	Korte ribbein torakal dysplasi m/uten polydaktyli, type XI (SRTD11)
9	139323066	139334256	NM_019892.4	0	-	INPP5E	INPP5E	ENSG00000148384	ENST00000371712	139324126	139333871	139323066,139324728,139325453,139326275,139326930,139327407,139327606,139328488,139329191,139333059	139324259,139324865,139325569,139326437,139327038,139327527,139327731,139328586,139329315,139334256	AR	Joubert syndrom 1
10	28101092	28287984	NM_018076.3	0	-	ARMC4	ARMC4	ENSG00000169126	ENST00000305242	28101440	28284071	28101092,28149553,28151362,28196591,28223938,28225654,28228825,28229491,28233150,28233744,28250496,28257851,28260036,28270394,28272771,28273112,28273947,28276314,28283847,28287922	28101554,28149775,28151551,28196706,28224181,28225809,28228936,28229734,28233360,28233891,28250644,28257947,28260242,28270511,28272908,28273219,28274140,28276472,28284109,28287984	AR	Primær ciliær dyskinesi, 23
10	97423152	97453900	NM_015631.5	0	-	TCTN3	TCTN3	ENSG00000119977	ENST00000265993	97423823	97453656	97423152,97440228,97442407,97442857,97443278,97444255,97445312,97446251,97446800,97447003,97447348,97452676,97453109,97453400	97424057,97440366,97442561,97442952,97443386,97444381,97445393,97446287,97446916,97447112,97447476,97452795,97453233,97453900	AR	Joubert syndrom 18
10	112658487	112678694	NM_001195306.1	0	-	BBIP1	BBIP1	ENSG00000214413	ENST00000448814	112660117	112677915	112658487,112661295,112677878,112678602	112660284,112661370,112677971,112678694	AR	Bardet-Biedl
11	61129472	61136975	NM_016464.4	0	+	TMEM138	TMEM138	ENSG00000149483	ENST00000278826	61131862	61136181	61129472,61131723,61133516,61135394,61136068	61129892,61131990,61133688,61135470,61136975	AR	Joubert syndrom 16
11	61159831	61166335	NM_001173990.2	0	+	TMEM216	TMEM216	ENSG00000187049	ENST00000334888	61160103	61165748	61159831,61160702,61161355,61165245,61165741	61160137,61160804,61161448,61165447,61166335	AR	Joubert syndrom 2 / Meckel syndrom 2
11	66278118	66301084	NM_024649.4	0	+	BBS1	BBS1	ENSG00000174483	ENST00000318312	66278130	66299508	66278118,66278483,66278675,66281876,66283010,66283163,66283331,66287087,66288740,66290926,66291194,66293593,66294119,66297289,66298364,66299126,66299421	66278177,66278560,66278710,66282149,66283057,66283202,66283404,66287219,66288847,66291047,66291353,66293663,66294278,66297423,66298499,66299213,66301084	AR	BB syndrom 1
11	67222817	67229245	NM_145200.3	0	+	CABP4	CABP4	ENSG00000175544	ENST00000325656	67222894	67226130	67222817,67223658,67223769,67225043,67225841,67226101	67223260,67223689,67223913,67225153,67225989,67229245	AR	Congenital stationary night blindness
11	102980159	103350591	NM_001080463.1	0	+	DYNC2H1	DYNC2H1	ENSG00000187240	ENST00000375735	102980303	103349981	102980159,102984265,102984831,102985905,102987298,102988359,102991175,102991417,102991653,102992100,102993553,102995828,102999638,103004283,103005049,103006223,103006448,103013996,103018500,103019218,103022864,103024031,103025179,103025423,103026059,103027116,103029405,103029638,103031660,103033756,103036626,103039483,103040836,103041614,103043810,103044783,103046963,103048284,103049754,103052485,103055624,103056970,103058068,103059225,103060400,103062245,103062825,103068661,103069956,103070774,103074391,103075550,103080604,103082517,103086449,103090643,103091351,103092758,103093693,103101988,103104762,103106400,103107158,103112255,103114421,103115979,103124013,103126143,103126834,103128336,103130616,103151076,103152907,103153736,103156983,103158261,103173821,103175323,103178449,103182606,103187273,103191757,103194613,103228970,103270390,103306670,103325913,103327002,103339316,103349822	102980498,102984436,102984967,102986024,102987443,102988592,102991310,102991531,102991765,102992225,102993729,102996024,102999734,103004436,103005148,103006363,103006677,103014124,103018616,103019346,103023014,103024237,103025335,103025538,103026230,103027499,103029538,103029756,103031773,103033876,103036777,103039689,103041019,103041797,103044034,103044899,103047163,103048549,103049962,103052615,103055780,103057230,103058315,103059377,103060545,103062348,103062993,103068792,103070205,103070883,103074505,103075693,103080689,103082672,103086587,103090757,103091512,103092882,103093815,103102075,103104889,103106542,103107268,103112276,103114520,103116103,103124177,103126263,103126969,103128480,103130706,103151142,103152958,103153814,103157115,103158334,103173982,103175449,103178560,103182762,103187349,103191966,103194718,103229087,103270600,103306760,103326023,103327084,103339433,103350591	AR	Asfykserende thorakal dystrofi 3 (SRTD3)
11	117198570	117283982	NM_014956.4	0	+	CEP164	CEP164	ENSG00000110274	ENST00000278935	117209302	117282884	117198570,117206320,117209281,117214881,117222505,117232550,117233119,117234144,117241795,117244466,117246423,117251329,117252416,117253511,117257918,117261492,117261714,117262941,117263211,117263719,117265065,117265635,117265838,117266262,117266769,117267265,117267806,117278640,117279605,117280333,117281543,117282510,117282787	117198620,117206396,117209384,117214993,117222704,117232709,117233254,117234222,117242182,117244547,117246507,117251421,117252584,117253658,117258128,117261624,117261931,117263019,117263343,117263842,117265209,117265719,117265907,117266438,117266896,117267327,117268029,117278748,117279744,117280681,117281610,117282633,117283982	AR	Nefronoftis 15
12	49297892	49315359	NM_033124.4	0	+	CCDC65	CCDC65	ENSG00000139537	ENST00000320516	49298119	49315226	49297892,49298728,49308186,49310752,49312057,49312467,49314712,49314950	49298251,49298896,49308356,49310891,49312255,49312686,49314865,49315359	AR	Primær ciliær dyskinesi, 27
12	76738265	76742222	NM_024685.3	0	-	BBS10	BBS10	ENSG00000179941	ENST00000393262	76739592	76742138	76738265,76741941	76741567,76742222	AR	BB syndrom 10
12	88442789	88535993	NM_025114.3	0	-	CEP290	CEP290 (NPHP6)	ENSG00000198707	ENST00000552810	88442960	88535084	88442789,88444130,88447428,88448116,88449352,88452624,88453674,88454606,88456468,88457757,88462298,88465070,88465557,88470998,88471473,88472868,88473958,88476807,88477623,88478362,88479815,88480167,88481556,88482808,88484504,88486457,88487546,88490664,88496614,88500451,88500772,88502842,88504978,88505470,88508196,88508874,88510809,88512259,88512419,88513890,88514773,88519022,88520092,88522722,88523470,88524044,88524321,88524941,88530419,88532921,88533271,88534732,88534982,88535676	88443191,88444210,88447523,88448190,88449494,88452797,88453797,88454771,88456555,88457892,88462422,88465226,88465703,88471121,88471695,88473006,88474172,88477007,88477731,88478629,88479950,88480275,88481721,88483264,88484616,88486609,88487752,88490776,88496788,88500682,88500875,88502958,88505128,88505635,88508339,88508959,88510922,88512347,88512520,88514053,88514943,88519146,88520215,88522812,88523653,88524197,88524342,88524995,88530563,88532968,88533341,88534810,88535111,88535993	AR	Joubert syndrom 5 / BB syndrom 14 / Lebers kongenitale amaurose 10 / Meckel syndrom 4 / Senior-Løken syndrom 6
12	94702055	94853764	NM_016122.2	0	-	CCDC41	CCDC41 (CEP83)	ENSG00000173588	ENST00000397809	94702588	94806266	94702055,94703693,94706689,94725475,94727257,94729364,94761569,94761832,94763697,94769661,94772566,94794625,94796945,94805472,94806093,94829050,94853332	94702693,94703883,94706793,94725605,94727415,94729440,94761719,94761977,94763812,94769793,94772818,94794757,94797038,94805623,94806367,94829103,94853764	AR	Nefronoftis 18
12	111051831	111086935	NM_001082538.2	0	+	TCTN1	TCTN1	ENSG00000204852	ENST00000397659	111051987	111085697	111051831,111057640,111064166,111066571,111070276,111072474,111074285,111078187,111078828,111079346,111080053,111082771,111085000,111085553,111086847	111052207,111057761,111064297,111066723,111070364,111072584,111074306,111078322,111078954,111079432,111080194,111082934,111085141,111085698,111086935	AR	Joubert syndrom 13
12	124155659	124192950	NM_024809.4	0	+	TCTN2	TCTN2	ENSG00000168778	ENST00000303372	124155787	124192260	124155659,124156053,124156602,124158161,124163735,124171382,124172597,124175079,124177204,124179388,124179766,124180961,124181633,124184250,124189078,124191272,124191531,124192150	124155869,124156161,124156679,124158357,124163836,124171582,124172724,124175221,124177270,124179523,124179844,124181042,124181745,124184357,124189235,124191398,124191620,124192950	AR	Meckel syndrom 8
14	21756135	21819460	NM_020366.3	0	+	RPGRIP1	RPGRIP1	ENSG00000092200	ENST00000400017	21756135	21819375	21756135,21762835,21769124,21770646,21771489,21775889,21778742,21779982,21780591,21785854,21788175,21789417,21790012,21792776,21793390,21793989,21795781,21796582,21798407,21802763,21811194,21813271,21816330,21819262	21756220,21762968,21769396,21770743,21771702,21775995,21778766,21780129,21780665,21786009,21788336,21789561,21790163,21793229,21793542,21794332,21795966,21796786,21798546,21802864,21811387,21813356,21816461,21819460	AR	Lebers kongenitale amaurose 6 / Cone-Rod Dystrophy 13
14	50091891	50101948	NM_018139.2	0	-	DNAAF2	DNAAF2 (KTU)	ENSG00000165506	ENST00000298292	50092259	50101867	50091891,50094729,50100004	50092766,50094873,50101948	AR	Primær ciliær dyskinesi, 10
14	68168602	68201168	NM_152443.2	0	+	RDH12	RDH12	ENSG00000139988	ENST00000551171	68189359	68200565	68168602,68187564,68189140,68191189,68191815,68192767,68193697,68195907,68200462	68168652,68187619,68189427,68191308,68191971,68192872,68193907,68196097,68201168	AR	Lebers kongenitale amaurose 13
14	74111577	74170431	NM_031427.3	0	+	DNAL1	DNAL1	ENSG00000119661	ENST00000553645	74111742	74162645	74111577,74121549,74125549,74128689,74138244,74153961,74156077,74162604	74111745,74121588,74125659,74128745,74138300,74154088,74156218,74170431	AR	Primær ciliær dyskinesi, 16
14	76452095	76550092	NM_052873.2	0	+	IFT43	IFT43	ENSG00000119650	ENST00000238628	76452129	76549920	76452095,76455227,76488669,76542939,76548637,76548959,76549569,76549800	76452183,76455320,76488737,76543034,76548710,76549035,76549632,76550092	AR	Kranioektodermal dysplasi 3
14	88851987	88904804	NM_018418.4	0	+	SPATA7	SPATA7	ENSG00000042317	ENST00000393545	88852162	88904766	88851987,88857724,88859736,88862499,88883054,88892575,88893973,88895691,88897515,88899478,88903886,88904181	88852181,88857799,88859832,88862547,88883188,88893048,88894040,88895807,88897569,88899556,88903941,88904804	AR	Lebers kongenitale amaurose 3 (Retinitis pigmentosa, juvenil)
14	89290496	89344340	NM_198309.3	0	+	TTC8	TTC8	ENSG00000165533	ENST00000345383	89291051	89343754	89290496,89290917,89305795,89307208,89307380,89307768,89310149,89319314,89323533,89327565,89336402,89337892,89338673,89341369,89343637	89290558,89291165,89305916,89307272,89307540,89307858,89310194,89319400,89323621,89327676,89336542,89338067,89338796,89341453,89344340	AR	BB syndrom 8
15	55722505	55800432	NM_130810.3	0	-	DYX1C1	DYX1C1	ENSG00000256061	ENST00000321149	55722867	55790527	55722505,55724694,55727102,55731669,55742419,55759127,55783320,55789909,55790404,55800319	55722977,55724800,55727256,55731779,55742565,55759359,55783454,55790057,55790782,55800432	AR	Primær ciliær dyskinesi, 25
15	72978519	73030817	NM_033028.4	0	+	BBS4	BBS4	ENSG00000140463	ENST00000268057	72978568	73029928	72978519,72987517,73002040,73004584,73007631,73009118,73015134,73016868,73020280,73021956,73023645,73023895,73027453,73028165,73029102,73029818	72978592,72987569,73002120,73004648,73007743,73009191,73015188,73016996,73020335,73022025,73023798,73024067,73027523,73028307,73029304,73030817	AR	BB syndrom 4
15	90171200	90198682	NM_198525.2	0	-	KIF7	KIF7	ENSG00000166813	ENST00000394412	90171649	90196161	90171200,90172206,90172605,90173517,90174725,90176050,90176371,90176916,90185433,90188243,90188566,90189123,90190060,90190826,90191485,90192204,90192971,90195833,90198629	90172017,90172353,90172804,90173724,90174941,90176227,90176497,90177114,90185636,90188396,90188682,90189257,90190288,90190943,90192005,90192598,90193172,90196185,90198682	AR	Joubert syndrom 12 / Acrocallosal syndrom
16	1560427	1662109	NM_014714.3	0	-	IFT140	IFT140	ENSG00000187535	ENST00000426508	1560944	1657267	1560427,1568216,1569881,1570131,1570602,1573518,1573828,1574552,1574784,1575231,1575887,1576619,1607935,1611985,1613997,1616161,1618217,1621407,1630759,1633314,1634217,1636130,1637198,1637933,1639605,1642176,1642467,1652370,1657120,1660664,1661968	1561151,1568358,1570048,1570344,1570809,1573701,1573957,1574696,1574917,1575327,1576078,1576797,1608135,1612117,1614163,1616292,1618335,1621535,1630851,1633387,1634421,1636276,1637305,1638025,1639781,1642319,1642589,1652592,1657298,1660854,1662109	AR	Korte ribbein torakal dysplasi m/uten polydaktyli, type IX (SRTD9)
16	4382224	4389598	NM_032575.2	0	+	GLIS2	GLIS2 (NPHP7)	ENSG00000126603	ENST00000433375	4382281	4387525	4382224,4383347,4384801,4385060,4385275,4386725	4382453,4383520,4384978,4385194,4385394,4389598	AR	Nefronoftis 7
16	49524514	49856649	NM_015069.3	0	-	ZNF423	ZNF423	ENSG00000102935	ENST00000561648	49525185	49856596	49524514,49557534,49559273,49660080,49669570,49764681,49823397,49856580	49525215,49557650,49559405,49660165,49672785,49764882,49823457,49856649	AR	Joubert syndrom 19 / Nefronoftis 14
16	53633817	53737771	NM_015272.2	0	-	RPGRIP1L	RPGRIP1L	ENSG00000103494	ENST00000379925	53635987	53734635	53633817,53639392,53644878,53652936,53656130,53670350,53671606,53672221,53674944,53675196,53679536,53682875,53686446,53690383,53691364,53692325,53692683,53698781,53705421,53706781,53708928,53720344,53721774,53725977,53730062,53734550,53737714	53636100,53639526,53644963,53653120,53656268,53670424,53671766,53672323,53675028,53675387,53679915,53683027,53686899,53690501,53691544,53692376,53692790,53698921,53705495,53706928,53709034,53720488,53721877,53726276,53730207,53734642,53737771	AR	Joubert syndrom 7 / Meckel syndrom 5 / COACH syndrom
16	56518258	56554008	NM_031885.3	0	-	BBS2	BBS2	ENSG00000125124	ENST00000245157	56518672	56553774	56518258,56519501,56530878,56531654,56532348,56533689,56534765,56535264,56536228,56536584,56539861,56540031,56543868,56544770,56545070,56548364,56553657	56518779,56519650,56530991,56531792,56532480,56533819,56534937,56535409,56536368,56536720,56539948,56540136,56543946,56544833,56545196,56548592,56554008	AR	BB syndrom 2
16	75572014	75590184	NM_001077416.2	0	-	TMEM231	TMEM231	ENSG00000205084	ENST00000568377	75573891	75590169	75572014,75575247,75576499,75579249,75579723,75589701	75574072,75575353,75576581,75579393,75579852,75590184	AR	Meckel syndrom, type 11 / Joubert syndrom 20
16	84178864	84211524	NM_178452.4	0	+	DNAAF1	DNAAF1 (LRRC50)	ENSG00000154099	ENST00000378553	84179045	84211447	84178864,84182611,84183855,84188181,84189187,84193279,84199388,84203464,84205865,84208274,84209538,84211334	84179169,84182747,84183947,84188403,84189354,84193401,84199555,84203962,84205981,84208328,84209905,84211524	AR	Primær ciliær dyskinesi, 13
17	6327056	6338519	NM_014336.4	0	-	AIPL1	AIPL1	ENSG00000129221	ENST00000381129	6328779	6338424	6327056,6329934,6330200,6331637,6337238,6338328	6329150,6330076,6330377,6331826,6337418,6338519	AR	Lebers kongenitale amaurose 4
17	7905987	7923658	NM_000180.3	0	+	GUCY2D	GUCY2D (RETGC1)	ENSG00000132518	ENST00000254854	7906365	7919848	7905987,7906356,7907169,7909680,7910377,7910743,7911248,7912823,7915461,7915767,7916420,7917197,7917918,7918176,7918645,7919060,7919244,7919522,7919760,7923445	7906052,7907086,7907474,7910032,7910462,7910846,7911350,7912904,7915668,7915924,7916570,7917346,7918082,7918369,7918820,7919159,7919339,7919608,7919872,7923658	AR / AD	Lebers kongenitale amaurose 1 / Cone-Rod Dystrophy 6
17	19246482	19266046	NM_015681.3	0	-	B9D1	B9D1	ENSG00000108641	ENST00000261499	19246631	19265882	19246482,19247102,19250581,19251096,19261152,19263632,19265819	19246774,19247170,19250644,19251193,19261264,19263701,19266046	AR	Meckel syndrom 9
17	27055831	27069784	NM_178170.2	0	+	NEK8	NEK8 (NPHP9)	ENSG00000160602	ENST00000268766	27055831	27069005	27055831,27061000,27061789,27062257,27064323,27064692,27064836,27065112,27065688,27066101,27067480,27067839,27068095,27068430,27068976	27055878,27061206,27062022,27062389,27064532,27064754,27065018,27065263,27065765,27066219,27067631,27068003,27068254,27068589,27069784	AR	Nefronoftis 9
17	42977079	42981047	NM_213607.2	0	+	CCDC103	CCDC103	ENSG00000167131	ENST00000417826	42978366	42980185	42977079,42978357,42978887,42979732	42977227,42978509,42979020,42981047	AR	Primær ciliær dyskinesi, 17
17	56282796	56296666	NM_017777.3	0	-	MKS1	MKS1	ENSG00000011143	ENST00000393119	56283439	56296591	56282796,56283643,56283825,56284445,56285254,56285465,56285873,56288019,56288340,56289738,56290342,56291125,56291619,56292101,56293448,56294026,56295980,56296511	56283531,56283741,56283908,56284579,56285362,56285535,56285944,56288085,56288383,56289795,56290451,56291230,56291748,56292199,56293604,56294097,56296090,56296666	AR	BB syndrom 13 / Meckel syndrom 1
17	72270385	72311023	NM_023036.4	0	+	DNAI2	DNAI2	ENSG00000171595	ENST00000582036	72277956	72310355	72270385,72277945,72281178,72283115,72285732,72287158,72295856,72297184,72301357,72305391,72306155,72308141,72310259,72310727	72270484,72278139,72281340,72283237,72285875,72287272,72295996,72297307,72301581,72305527,72306302,72308369,72310410,72311023	AR	Primær ciliær dyskinesi, 9, med eller uten situs inversus
17	78010430	78074412	NM_017950.3	0	+	CCDC40	CCDC40	ENSG00000141519	ENST00000397545	78010461	78073574	78010430,78011921,78013610,78021077,78022381,78023704,78023862,78032292,78032656,78039283,78055344,78055674,78058541,78059801,78061405,78061809,78063562,78069061,78071043,78073325	78010490,78011985,78014069,78021201,78022560,78023788,78024082,78032450,78032779,78039405,78055588,78055857,78058787,78060015,78061575,78061901,78063683,78069250,78071202,78074412	AR	Primær ciliær dyskinesi, 15
19	11531271	11545980	NM_145045.4	0	-	CCDC151	CCDC151	ENSG00000198003	ENST00000356392	11531502	11545837	11531271,11531795,11532344,11533138,11533368,11534545,11536963,11537265,11537502,11537692,11541518,11541718,11545593	11531615,11531880,11532500,11533295,11533529,11534698,11537086,11537391,11537604,11537860,11541596,11541840,11545980	AR	Primær ciliær dyskinesi, 30
19	41860321	41870078	NM_030578.3	0	-	B9D2	B9D2	ENSG00000123810	ENST00000243578	41860604	41869424	41860321,41863801,41869336,41869862	41860918,41863927,41869428,41870078	AR	Meckel syndrom 10
19	48325098	48346586	NM_000554.4	0	+	CRX	CRX	ENSG00000105392	ENST00000221996	48337700	48343224	48325098,48337665,48339499,48342576	48325267,48337800,48339651,48346586	AR / AD	Lebers kongenitale amaurose 7 / Cone-Rod Dystrophy 2
19	48799708	48823332	NM_144577.3	0	-	CCDC114	CCDC114	ENSG00000105479	ENST00000315396	48800232	48822028	48799708,48800846,48801256,48801433,48805950,48806269,48806906,48807209,48809512,48814809,48815250,48821643,48821969,48822690	48800775,48800925,48801354,48801597,48806119,48806352,48807041,48807397,48809580,48814923,48815373,48821833,48822069,48823332	AR	Primær ciliær dyskinesi, 20
19	55670028	55678090	NM_001256714.1	0	-	DNAAF3	DNAAF3	ENSG00000167646	ENST00000527223	55670429	55678016	55670028,55670900,55671266,55672007,55672432,55672660,55673010,55673500,55676737,55677225,55677696,55677879	55670817,55670975,55671378,55672143,55672555,55672786,55673193,55673658,55676831,55677431,55677785,55678090	AR	Primær ciliær dyskinesi, 2
20	10385427	10412573	NM_018848.3	0	-	MKKS	MKKS	ENSG00000125863	ENST00000399054	10385894	10394162	10385427,10388263,10389275,10393177,10401175,10412331	10386335,10388374,10389451,10394579,10401406,10412573	AR	BB syndrom 6
21	33973983	33984918	NM_021254.2	0	-	C21orf59	C21ORF59	ENSG00000159079	ENST00000290155	33974172	33984553	33973983,33974581,33975470,33976434,33979958,33982147,33984414	33974283,33974677,33975602,33976593,33980026,33982315,33984918	AR	Primær ciliær dyskinesi, 26
21	43892596	43916464	NM_080860.3	0	-	RSPH1	RSPH1	ENSG00000160188	ENST00000291536	43892927	43916296	43892596,43896007,43897400,43902746,43905778,43906480,43912867,43913075,43916242	43892980,43896157,43897554,43902818,43905914,43906571,43912973,43913189,43916464	AR	Primær ciliær dyskinesi, 24
22	37154245	37172177	NM_006860.4	0	-	IFT27	IFT27	ENSG00000100360	ENST00000340630	37154354	37171751	37154245,37158947,37159962,37162181,37163349,37163826,37171717	37154453,37159057,37160080,37162241,37163409,37163903,37172177	AR	Bardet-Biedl
22	41253084	41328823	NM_022098.3	0	+	XPNPEP3	XPNPEP3 (NPHPL1)	ENSG00000196236	ENST00000357137	41253185	41322439	41253084,41265002,41277773,41282316,41303590,41305125,41310242,41318336,41320365,41322272	41253249,41265119,41278181,41282519,41303653,41305239,41310328,41318517,41320486,41328823	AR	Nefronoftis-liknende nefropati 1
22	46067677	46241187	NM_013236.3	0	+	ATXN10	ATXN10	ENSG00000130638	ENST00000252934	46067943	46239551	46067677,46085591,46088875,46096161,46098568,46114292,46125304,46134610,46136248,46202838,46238870,46239548	46068059,46085783,46088958,46096258,46098727,46114373,46125470,46134719,46136418,46202902,46239058,46241187	AR	Spinocerebellar ataksi 10/Nefronoftis
X	13752831	13787480	NM_003611.2	0	+	OFD1	OFD1	ENSG00000046651	ENST00000340096	13753190	13787227	13752831,13753366,13754596,13756964,13757120,13762533,13764437,13764898,13767545,13769367,13771486,13773269,13774696,13775778,13776455,13778233,13779203,13780462,13781863,13785245,13786172,13786836,13787184	13753202,13753465,13754797,13757033,13757151,13762638,13764574,13765072,13767652,13769487,13771560,13773361,13774886,13775909,13776567,13778839,13779330,13780563,13781974,13785403,13786343,13786904,13787480	XR	Joubert syndrom 10 / XLMR med ciliær dyskinesi
X	38128422	38186788	NM_000328.2	0	-	RPGR	RPGR	ENSG00000156313	ENST00000318842	38128878	38186620	38128422,38132638,38134341,38135839,38146346,38147113,38150211,38150645,38156536,38158208,38160499,38163887,38169867,38176568,38178081,38180279,38182105,38182651,38186592	38129085,38132730,38134399,38136025,38146498,38147294,38150277,38150737,38156705,38158394,38160624,38164043,38170026,38176718,38178240,38180342,38182198,38182777,38186788	XR	Retinitis Pigmentosa med PCD
